ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
615815053,Audio,European Starling,Sturnus vulgaris,,MANOJ KUMAR MK1,2023-02-19,2023,2,19,900,India,IN-PB-LU,Punjab,Ludhiana,"RP1-PAU-Ludhiana, Punjab, IN (30.907, 75.809)",30.9071597,75.8091810,"",,Unspecified,"","",,,,,,,S128905930,"",,,,,Sturnus vulgaris,eursta,Species,27571,,3.33,3,,,
615815052,Audio,European Starling,Sturnus vulgaris,,MANOJ KUMAR MK1,2023-02-19,2023,2,19,900,India,IN-PB-LU,Punjab,Ludhiana,"RP1-PAU-Ludhiana, Punjab, IN (30.907, 75.809)",30.9071597,75.8091810,"",,Unspecified,"","",,,,,,,S128905930,"",,,,,Sturnus vulgaris,eursta,Species,27571,,3.33,3,,,
615807648,Audio,European Starling,Sturnus vulgaris,,Timothy Piranian,2024-03-08,2024,3,8,1650,United States,US-AK-170,Alaska,Matanuska-Susitna Borough,Palmer Airport,61.5962780,-149.0939281,"",,Unspecified,"","",,,,,,,S164159606,"",,,- had a perfect Pine Grosbeak imitation -,I was sure I heard a Pine Grosbeak until I looked up and saw the starlings! Almost identical imitation! Check out the audio!,Sturnus vulgaris,eursta,Species,27571,,3.00,3,,,
615807157,Audio,European Starling,Sturnus vulgaris,Dumetella carolinensis -- Gray Catbird,Aric Gjervold,2022-06-03,2022,6,3,1552,United States,US-MN-027,Minnesota,Clay,Felton Prairie--Assiniboia Skipper Unit,47.0999278,-96.4122391,"Adult – 1; Juvenile – 1",Call,Not Used,"","",,,,,,,S112103930,"",,,,"While I was sitting on a log, just NE of the larger pond area, an adult individual (dark, speckled brownish body, yellowish beak) made loud calls from overhead, one tree over, while holding an insect in its beak. As I started an audio recording, it went to a cavity in the nearby tree and I heard additional sounds, which I presume were from one or more juveniles still in the nest! ... (Posted audio recording of adult and [likely] juvenile(s), [including a few GRCA mew calls].)",Sturnus vulgaris,eursta,Species,27571,,3.33,3,"",,
615789529,Audio,European Starling,Sturnus vulgaris,,Isaac Powell,2024-03-08,2024,3,8,1330,United States,US-PA-055,Pennsylvania,Franklin,Sollenberger Road Chambersburg,39.9628303,-77.7089768,"",,Unspecified,"","",,,,,,,S164121000,"",,,,,Sturnus vulgaris,eursta,Species,27571,,3.33,3,,,
615785214,Audio,European Starling,Sturnus vulgaris,,Sarah Foote,2024-01-09,2024,1,9,1443,Canada,CA-NS-KI,Nova Scotia,Kings,W Long Island Rd.,45.1284477,-64.3250055,"",,Unspecified,"","",,,,,,,S164107985,"",,,"Large flock feeding on a lawn. Near the end the flock took off suddenly, started to settle back on the lawn and then took off again.",Very rough estimate.,Sturnus vulgaris,eursta,Species,27571,,4.33,3,,,
615781473,Audio,European Starling,Sturnus vulgaris,Loxia curvirostra -- Red Crossbill,Dargan Jaeger,2024-03-08,2024,3,8,710,United States,US-MT-001,Montana,Beaverhead,"(45.249336, -112.6222661) - Laknar Lane, Dillon",45.2493360,-112.6222661,"",Call,Used,"","",,,,,,,S164093789,"",,,You can also hear Red Crossbills tinkling.,,Sturnus vulgaris,eursta,Species,27571,,2.33,3,"",,
615764804,Audio,European Starling,Sturnus vulgaris,,Cristina Yanez,2023-10-18,2023,10,18,1639,United States,US-CA-075,California,San Francisco,"Pier 39, San Francisco, CA",37.8099728,-122.4104224,"",,Unspecified,"","",,,,,,,S164041114,"",,,,,Sturnus vulgaris,eursta,Species,27571,,2.75,4,,,
615764297,Audio,European Starling,Sturnus vulgaris,,Dana Parsons,2024-03-07,2024,3,7,1622,United States,US-NM-013,New Mexico,Dona Ana,East of Las Cruces Dam,32.3231510,-106.7430140,"",,Unspecified,"","",,,,,,,S164038956,"",,,,,Sturnus vulgaris,eursta,Species,27571,,2.67,3,,,
615729786,Audio,European Starling,Sturnus vulgaris,,Samuel Harris,2024-03-06,2024,3,6,1411,United States,US-MA-025,Massachusetts,Suffolk,Boston Nature Center Wildlife Sanctuary (Mass Audubon),42.2883500,-71.0999100,"",,Unspecified,"","",,,,,,,S163926413,"",,,,,Sturnus vulgaris,eursta,Species,27571,,2.50,4,,,
615715960,Audio,European Starling,Sturnus vulgaris,,Timothy Graves,2024-01-30,2024,1,30,1400,United States,US-NY-005,New York,Bronx,Woodlawn Cemetery,40.8900932,-73.8732719,Adult – 300,"Call; Song",Unspecified,"","",,,iPhone 11,,,,S160209635,"",,,,,Sturnus vulgaris,eursta,Species,27571,,2.33,3,"",,
615709854,Audio,European Starling,Sturnus vulgaris,,Roberto Lupi,2024-03-04,2024,3,4,900,Switzerland,CH-TI,Ticino,,Bagno Pubblico Ascona 1,46.1482051,8.7793207,"",,Unspecified,"","",,,,,,,S163888512,"",,,,,Sturnus vulgaris,eursta,Species,27571,,1.67,3,,,
615709267,Audio,European Starling,Sturnus vulgaris,,Roberto Lupi,2024-03-03,2024,3,3,1050,Switzerland,CH-TI,Ticino,,Ex aerodromo Ascona,46.1552328,8.7826626,"",,Unspecified,"","",,,,,,,S163886916,"",,,,,Sturnus vulgaris,eursta,Species,27571,,3.00,3,,,
615674964,Audio,European Starling,Sturnus vulgaris,,Michael Morin,2024-03-05,2024,3,5,1051,United States,US-IL-129,Illinois,Menard,"11200 Knoles Rd, Petersburg US-IL (39.9206,-89.8136)",39.9205890,-89.8135520,"",,Unspecified,"","",,,,,,,S163798820,"",,,,,Sturnus vulgaris,eursta,Species,27571,,3.25,4,,,
615670615,Audio,European Starling,Sturnus vulgaris,,Pam Rasmussen,2024-03-04,2024,3,4,1623,United States,US-MI-065,Michigan,Ingham,Inter-Urban Pathway,42.7408485,-84.4336773,"",,Unspecified,"","",,,,,,,S163746579,"",,,,,Sturnus vulgaris,eursta,Species,27571,,3.25,4,,,
615660447,Audio,European Starling,Sturnus vulgaris,,Juan Ramírez,2024-02-17,2024,2,17,1026,United States,US-CA-073,California,San Diego,Lindo Lake,32.8583295,-116.9170833,"",,Unspecified,"","",,,,,,,S161880405,"",,,,,Sturnus vulgaris,eursta,Species,27571,,2.67,3,,,
615630167,Audio,European Starling,Sturnus vulgaris,,Ting-Wei (廷維) HUNG (洪),2024-02-05,2024,2,5,620,Australia,AU-TAS-KIN,Tasmania,Kingborough,Kettering--Ferry Terminal,-43.1274261,147.2560403,"",,Unspecified,"","",,,iPhone se3,,,,S160679744,"",,,,,Sturnus vulgaris,eursta,Species,27571,,2.33,3,,,
615628890,Audio,European Starling,Sturnus vulgaris,,Hynek Koziol,2024-03-03,2024,3,3,730,Czech Republic,CZ-ST,Středočeský kraj,,PP Hostivické rybníky,50.0721389,14.2489779,"",,Unspecified,"","",,,,,,,S163522143,"",,,,,Sturnus vulgaris,eursta,Species,27571,,3.67,3,,,
615616645,Audio,European Starling,Sturnus vulgaris,,Amelia Preston,2024-03-02,2024,3,2,1549,Canada,CA-BC-CP,British Columbia,Capital,"3097 Langford Lake Rd, Langford CA-BC (48.4447,-123.5357)",48.4447070,-123.5356530,"",,Unspecified,"","",,,,,,,S163499682,"",,,,,Sturnus vulgaris,eursta,Species,27571,,4.00,4,,,
615610084,Audio,European Starling,Sturnus vulgaris,,Rose Marie,2024-02-28,2024,2,28,730,United States,US-NJ-019,New Jersey,Hunterdon,Higginsville Road Neshanic Station NJ,40.5151268,-74.7795492,"",,Unspecified,"","",,,,,,,S163175036,"",,,,,Sturnus vulgaris,eursta,Species,27571,,2.67,3,,,
615596998,Audio,European Starling,Sturnus vulgaris,,Zakary L’Abbé-Larivière,2024-03-03,2024,3,3,1051,Canada,CA-QC-DD,Quebec,Le Domaine-du-Roy,FERLAC St-Félicien,48.6471520,-72.4480520,"",,Unspecified,"","",,,,,,,S163611977,"",,,,,Sturnus vulgaris,eursta,Species,27571,,4.33,3,,,
615587415,Audio,European Starling,Sturnus vulgaris,,Andrew Staufer,2024-03-02,2024,3,2,1207,United States,US-MI-081,Michigan,Kent,Huff Park,43.0058000,-85.6349800,"",,Unspecified,"","",,,,,,,S163577839,"",,,,Got audio recording,Sturnus vulgaris,eursta,Species,27571,,3.33,3,,,
615579171,Audio,European Starling,Sturnus vulgaris,Cardinalis cardinalis -- Northern Cardinal,Jay McGowan,2024-03-03,2024,3,3,746,United States,US-NY-109,New York,Tompkins,Tareyton Drive yards,42.4706560,-76.4597903,Adult – 3,"Call; Song",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,"Wildtronics 22"" Parabola",,S163545171,"",,,Calls and song from three individuals together in a tree high over driveway. Mimicry of Red-tailed Hawk and Eastern Phoebe.,,Sturnus vulgaris,eursta,Species,27571,,4.00,3,"",,
615573822,Audio,European Starling,Sturnus vulgaris,,Simon Colenutt,2024-03-02,2024,3,2,650,United Kingdom,GB-ENG-HAM,England,Hampshire,"19 The Abbey, Romsey",50.9890940,-1.5018149,"",,Unspecified,"","",,,,,,,S163472396,"",,,,,Sturnus vulgaris,eursta,Species,27571,,4.33,3,,,
615549811,Audio,European Starling,Sturnus vulgaris,,Nick Hoffmann,2024-03-02,2024,3,2,1545,United States,US-ME-009,Maine,Hancock,Big Blue,44.3849118,-68.2042880,"",,Unspecified,"","",,,,,,,S163478023,"",,,,est,Sturnus vulgaris,eursta,Species,27571,,2.75,4,,,
615542539,Audio,European Starling,Sturnus vulgaris,,Sergio Leyva,2024-03-02,2024,3,2,701,Canada,CA-QC-MR,Quebec,Montréal,PN du Cap-St-Jacques,45.4645346,-73.9315517,"",,Unspecified,"","",,,,,,,S163443570,"",,,,"I often hear them immitate a Meadowlark and always wondered where did they learn that? There aren't many here. Do these Starlings migrate to the prairies and hear them there? Did they pass it on from Starling to Starling here in the Americas?  Are the very few Meadowlarks here enough? Or how did they learn this call?",Sturnus vulgaris,eursta,Species,27571,,2.75,4,,,
615504579,Audio,European Starling,Sturnus vulgaris,,Monika Czupryna,2023-03-23,2023,3,23,1634,Poland,PL-DS,Dolnoslaskie,,Barycz River Valley--Stawno Fishponds,51.5383279,17.3454380,"",,Unspecified,"","",,,,,,,S131606375,"",,,,,Sturnus vulgaris,eursta,Species,27571,,3.25,4,,,
615487115,Audio,European Starling,Sturnus vulgaris,,Bob Greuel,2023-05-20,2023,5,20,1430,United States,US-WI-015,Wisconsin,Calumet,"W3254 Paradise Rd, New Holstein US-WI 43.98000, -88.19921",43.9800010,-88.1992110,"","Call; Feeding Young",Unspecified,"","",,,,,,,S163309247,"",,,parent feeding young in a nest inside barn,parent feeding young in a nest inside barn. Able to hear 1 parent and at least 2 young,Sturnus vulgaris,eursta,Species,27571,,3.75,4,"",,
615477310,Audio,European Starling,Sturnus vulgaris,,Dargan Jaeger,2024-02-29,2024,2,29,740,United States,US-MT-001,Montana,Beaverhead,"(45.249336, -112.6222661) - Laknar Lane, Dillon",45.2493360,-112.6222661,"",Song,Unspecified,"","",,,,,,,S163297631,"",,,,,Sturnus vulgaris,eursta,Species,27571,,4.25,4,"",,
615468274,Audio,European Starling,Sturnus vulgaris,"Mimus polyglottos -- Northern Mockingbird; Melospiza melodia -- Song Sparrow",Carole Swann,2024-02-29,2024,2,29,859,United States,US-TN-149,Tennessee,Rutherford,Swamp Rd. Area,35.7507961,-86.6145104,Adult – 5,Call,Not Used,"","",,,Tascam Portacapture X6,Sennheiser MKE 600, Windshield,,S163276272,"",,,,,Sturnus vulgaris,eursta,Species,27571,,2.25,4,"",,
615468241,Audio,European Starling,Sturnus vulgaris,,Kamil Cihak,2024-02-28,2024,2,28,943,Czech Republic,CZ-KR,Královéhradecký kraj,,"Lužany, Lhota",50.3419334,15.7935203,Adult Male – 1,"",Not Used,"","",,,Olympus LS-11,,,,S163168514,"",,,,1 zpěv,Sturnus vulgaris,eursta,Species,27571,,4.00,4,"",,
615451728,Audio,European Starling,Sturnus vulgaris,,Justin Flint,2024-02-10,2024,2,10,1423,Canada,CA-BC-FV,British Columbia,Fraser Valley,Promontory--Bridlewood and Salmon Ridge Trails,49.0952030,-121.9524456,"",,Unspecified,"","",,,,,,,S161174228,"",,,,"Mimicking Bald Eagle, Varied Thrush, Killdeer, Red-winged Blackbird, Northern Flicker, White-throated Sparrow, Brown-headed Cowbird, Red-tailed Hawk, Steller’s Jay",Sturnus vulgaris,eursta,Species,27571,,3.50,4,,,
615451727,Audio,European Starling,Sturnus vulgaris,Melospiza melodia -- Song Sparrow,Justin Flint,2024-02-10,2024,2,10,1423,Canada,CA-BC-FV,British Columbia,Fraser Valley,Promontory--Bridlewood and Salmon Ridge Trails,49.0952030,-121.9524456,"",,Unspecified,"","",,,,,,,S161174228,"",,,,"Mimicking Bald Eagle, Varied Thrush, Killdeer, Red-winged Blackbird, Northern Flicker, White-throated Sparrow, Brown-headed Cowbird, Red-tailed Hawk, Steller’s Jay",Sturnus vulgaris,eursta,Species,27571,,4.25,4,,,
615451726,Audio,European Starling,Sturnus vulgaris,,Justin Flint,2024-02-10,2024,2,10,1423,Canada,CA-BC-FV,British Columbia,Fraser Valley,Promontory--Bridlewood and Salmon Ridge Trails,49.0952030,-121.9524456,"",,Unspecified,"","",,,,,,,S161174228,"",,,,"Mimicking Bald Eagle, Varied Thrush, Killdeer, Red-winged Blackbird, Northern Flicker, White-throated Sparrow, Brown-headed Cowbird, Red-tailed Hawk, Steller’s Jay",Sturnus vulgaris,eursta,Species,27571,,2.67,3,,,
615441442,Audio,European Starling,Sturnus vulgaris,,Zakary L’Abbé-Larivière,2024-02-28,2024,2,28,1650,Canada,CA-QC-DD,Quebec,Le Domaine-du-Roy,Cégep de Saint-Félicien--campus,48.6498177,-72.4589242,"",,Unspecified,"","",,,,,,,S163213248,"",,,,,Sturnus vulgaris,eursta,Species,27571,,2.67,3,,,
615429922,Audio,European Starling,Sturnus vulgaris,,Zakary L’Abbé-Larivière,2024-02-28,2024,2,28,1018,Canada,CA-QC-DD,Quebec,Le Domaine-du-Roy,Polyvalente des Quatre-Vents,48.6488460,-72.4559050,"",,Unspecified,"","",,,,,,,S163184265,"",,,,,Sturnus vulgaris,eursta,Species,27571,,2.00,3,,,
615410022,Audio,European Starling,Sturnus vulgaris,,Carey Purdon,2024-02-27,2024,2,27,1653,Canada,CA-ON-RE,Ontario,Renfrew,"401 Island View Drive, Golden Lake, Ontario, CA (45.579, -77.274)",45.5794033,-77.2739983,Adult – 4,Song,Not Used,"","",,,Wavepad app. 32-bit Float,Android Samsung Galaxy S21 phone,Audacity: Normalized to -3 DB ,,S163139096,"",,,"4 EUST were recorded as they sang from a tree near a barn. Mimics: AMRO 12.75, 4:01, GRCA: 37.5,. COLO: 41, EAME: 3:07.5, EABL: 3:11.5 and  KILL-like at 3 seconds Unique note at 1:20.25 on the recording. ","EUST were noted at various locations on this checklist. Four were noted on the top of a tree next to an old barn and were quite vocal (recorded). Others were perched on the peak of the barn roof and on the nearby trees. This barn was the site for nesting for EUST last year. Of interest, to my ear, there were a number of species mimicked by the EUST throughout the recording.  Mimics: AMRO 12.75, 4:01, GRCA: 37.5,. COLO: 41, EAME: 3:07.5, EABL: 3:11.5 and  KILL-like at 3 seconds Unique note at 1:20.25 on the recording which I am not familiar with. Amazing vocalists.",Sturnus vulgaris,eursta,Species,27571,,3.75,4,"",,
615397460,Audio,European Starling,Sturnus vulgaris,,Craig Campeau,2024-02-27,2024,2,27,1132,United States,US-MI-055,Michigan,Grand Traverse,"North Heniser Rd, Traverse City US-MI 44.72304, -85.79726",44.7230450,-85.7972570,"",,Unspecified,"","",,,,,,,S163103812,"",,,,"Typical buzzy song heard once. A few minutes later, heard what sounded like an Eastern Meadowlark sing twice from same general direction.  EAME sang at roughly 1 second and 14 seconds in recording, then went silent. No other calls heard to be able to determine if it was just EUST mimicking, or an actual EAME.  Area is in a subdivision with houses, near the edge of a small hill. There is a field several hundred yards to the North, but immediate vicinity is wooded along a road and Red pine plantation to the West and swampy/woods to East, so seems unlikely for EAME.",Sturnus vulgaris,eursta,Species,27571,,2.33,3,,,
615394295,Audio,European Starling,Sturnus vulgaris,,Ryan Irvine,2024-02-27,2024,2,27,720,United Kingdom,GB-ENG-CON,England,Cornwall,"Boskennal Lane, St Buryan",50.0739869,-5.6222765,"",,Unspecified,"","",,,,,,,S163097064,"",,,,,Sturnus vulgaris,eursta,Species,27571,,2.00,3,,,
615393443,Audio,European Starling,Sturnus vulgaris,,Caleb Guzman,2024-02-27,2024,2,27,745,United States,US-OH-173,Ohio,Wood,Birding hq,41.3782538,-83.6720449,"",,Unspecified,"","",,,,,,,S163093088,"",,,,,Sturnus vulgaris,eursta,Species,27571,,2.00,3,,,
615370338,Audio,European Starling,Sturnus vulgaris,,Pam Rasmussen,2024-02-26,2024,2,26,1650,United States,US-MI-065,Michigan,Ingham,Inter-Urban Pathway,42.7408485,-84.4336773,"",,Unspecified,"","",,,,,,,S163043229,"",,,,,Sturnus vulgaris,eursta,Species,27571,,4.25,4,,,
615369138,Audio,European Starling,Sturnus vulgaris,,Rose Marie,2024-02-20,2024,2,20,730,United States,US-NJ-019,New Jersey,Hunterdon,Higginsville Road Neshanic Station NJ,40.5151268,-74.7795492,"",,Unspecified,"","",,,,,,,S162383164,"",,,,,Sturnus vulgaris,eursta,Species,27571,,4.00,3,,,
615357173,Audio,European Starling,Sturnus vulgaris,,Andrew Steele,2024-02-24,2024,2,24,859,United Kingdom,GB-ENG-HRT,England,Hertfordshire,Gorhambury Estate,51.7586923,-0.3820753,"",Call,Unspecified,"","",,,,,,,S162714499,"",,,,,Sturnus vulgaris,eursta,Species,27571,,2.33,3,"",,
615357170,Audio,European Starling,Sturnus vulgaris,Parus major -- Great Tit,Andrew Steele,2024-02-24,2024,2,24,859,United Kingdom,GB-ENG-HRT,England,Hertfordshire,Gorhambury Estate,51.7586923,-0.3820753,"",Call,Unspecified,"","",,,,,,,S162714499,"",,,,,Sturnus vulgaris,eursta,Species,27571,,2.33,3,"",,
615353574,Audio,European Starling,Sturnus vulgaris,,Paweł Maciszkiewicz,2024-02-24,2024,2,24,917,Poland,PL-LB,Lubuskie,,Radnica marsh & meadows,52.0786053,15.2306344,"",,Unspecified,"","",,,,,,,S162733093,"",,,,,Sturnus vulgaris,eursta,Species,27571,,4.00,3,,,
615353538,Audio,European Starling,Sturnus vulgaris,,Paweł Maciszkiewicz,2024-02-24,2024,2,24,917,Poland,PL-LB,Lubuskie,,Radnica marsh & meadows,52.0786053,15.2306344,"",,Unspecified,"","",,,,,,,S162733093,"",,,,,Sturnus vulgaris,eursta,Species,27571,,3.33,3,,,
615318962,Audio,European Starling,Sturnus vulgaris,,Nate Howder,2024-02-25,2024,2,25,1500,United States,US-DC-001,District of Columbia,District of Columbia,Theodore Roosevelt Island,38.8964407,-77.0639175,"",,Unspecified,"","",,,,,,,S162922916,"",,,,,Sturnus vulgaris,eursta,Species,27571,,2.00,3,,,
615311289,Audio,European Starling,Sturnus vulgaris,,Phil Kenny,2024-02-25,2024,2,25,1047,United States,US-DC-001,District of Columbia,District of Columbia,East Potomac Park--Hains Pt.,38.8731100,-77.0257888,"","Foraging or Eating; Song",Not Used,"","",,,iPhone,,,,S162890233,"",,,,,Sturnus vulgaris,eursta,Species,27571,,2.00,3,"",,
615272085,Audio,European Starling,Sturnus vulgaris,,John Bates,2024-02-21,2024,2,21,1436,United States,US-IL-031,Illinois,Cook,"Calvary Cemetery, Evanston",42.0246861,-87.6727867,"",,Unspecified,"","",,,,,,,S162497203,"",,,,,Sturnus vulgaris,eursta,Species,27571,,2.67,3,,,
615254414,Audio,European Starling,Sturnus vulgaris,"Alauda arvensis -- Eurasian Skylark; Emberiza calandra -- Corn Bunting",Wojciech Siuda,2024-02-24,2024,2,24,1025,Poland,PL-WP,Wielkopolskie,,Złotniki-Pawłowice fields,52.4961313,16.8130465,"",,Unspecified,"","",,,,,,,S162711259,"",,,Naśladujący czajkę i dzierlatkę,,Sturnus vulgaris,eursta,Species,27571,,4.00,3,,,
615252747,Audio,European Starling,Sturnus vulgaris,,Anton Kaska,2024-02-23,2024,2,23,1615,United States,US-NH-013,New Hampshire,Merrimack,"223 Twist Hill Rd, Dunbarton US-NH 43.06925, -71.52778",43.0692500,-71.5277830,"",,Unspecified,"","",,,,,,,S162758248,"",,,,,Sturnus vulgaris,eursta,Species,27571,,4.00,3,,,
615188986,Audio,European Starling,Sturnus vulgaris,,Dargan Jaeger,2024-02-21,2024,2,21,1700,United States,US-MT-001,Montana,Beaverhead,"(45.249336, -112.6222661) - Laknar Lane, Dillon",45.2493360,-112.6222661,"",Call,Unspecified,"","",,,,,,,S162507450,"",,,,"Was imitating birds such as Western Meadowlark, Hawks, Black Capped Chickadee, Yellow Headed Blackbird, and American Goldfinch.",Sturnus vulgaris,eursta,Species,27571,,3.75,4,"",,
