ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
549464281,Audio,Northern Mockingbird,Mimus polyglottos,,Jack Gregor,2023-03-25,2023,3,25,1535,United States,US-MD-009,Maryland,Calvert,"9130 Bay Ave, North Beach US-MD (38.7082,-76.5317)",38.7082455,-76.5317819,"",Song,Not Used,"","",,,iPhone 7 Plus,,,,S131793950,"",,,"Northern mockingbird singing from tree it's been territorial of for the past couple of weeks. Mimicking American Robin, killdeer, northern cardinal, blue jay, Carolina wren, European starling, etc.",In tall holly tree. Audio.,Mimus polyglottos,normoc,Species,27870,,4.33,3,"",,
549429221,Audio,Northern Mockingbird,Mimus polyglottos,"Cardinalis cardinalis -- Northern Cardinal; Turdus migratorius -- American Robin",Carole Swann,2023-03-25,2023,3,25,801,United States,US-TN-149,Tennessee,Rutherford,"Bicentennial Park, La Vergne US-TN 36.02347, -86.58124",36.0234670,-86.5812380,Adult – 1,Song,Not Used,"","",,,iPhone Xr,Built-in microphone,,,S131745326,"",,,Northern Mockingbird mimics a Song Sparrow and other repertoire.,,Mimus polyglottos,normoc,Species,27870,,2.00,2,"",,
549429211,Audio,Northern Mockingbird,Mimus polyglottos,"Cyanocitta cristata -- Blue Jay; Cardinalis cardinalis -- Northern Cardinal; Turdus migratorius -- American Robin",Carole Swann,2023-03-25,2023,3,25,801,United States,US-TN-149,Tennessee,Rutherford,"Bicentennial Park, La Vergne US-TN 36.02347, -86.58124",36.0234670,-86.5812380,"",Song,Not Used,"","",,,iPhone Xr,Built-in microphone,,,S131745326,"",,,"Northern Mockingbird doing an Eastern Bluebird imitation.   Others are American Robin, Northern Cardinal, and Blue Jay.",,Mimus polyglottos,normoc,Species,27870,,3.00,1,"",,
549336871,Audio,Northern Mockingbird,Mimus polyglottos,,William Kuk,2023-03-22,2023,3,22,1410,United States,US-NY-067,New York,Onondaga,stillwellcircle,43.0803469,-76.0727637,"",,Unspecified,"","",,,,,,,S131547484,"",,,,carrier park-lots of singing,Mimus polyglottos,normoc,Species,27870,,3.50,2,,,
549200831,Audio,Northern Mockingbird,Mimus polyglottos,,Garrett Trapp,2023-03-24,2023,3,24,1355,United States,US-TX-187,Texas,Guadalupe,5001 Center point road ( private residence),29.7743711,-97.9677138,"",,Unspecified,"","",,,,,,,S131722258,"",,,,,Mimus polyglottos,normoc,Species,27870,,3.50,2,,,
549148201,Audio,Northern Mockingbird,Mimus polyglottos,,Joelle Buffa Clyde Morris,2023-03-17,2023,3,17,1600,United States,US-AZ-019,Arizona,Pima,Organ Pipe Cactus NM--Quitobaquito Springs,31.9436105,-113.0203347,"",,Unspecified,"","",,,,,,,S131420898,"",,,,,Mimus polyglottos,normoc,Species,27870,,4.00,2,,,
549135871,Audio,Northern Mockingbird,Mimus polyglottos,,Paul Suchanek,2023-03-24,2023,3,24,1042,United States,US-AZ-019,Arizona,Pima,Redington Road-(mile 9.5) to Race Track Tank,32.3034080,-110.6192040,"",Song,Not Used,"","",,,,,,,S131711345,"",,,,Mockingbird was singing and jay flew into same tree and started calling loudly and then mockingbird quit singing,Mimus polyglottos,normoc,Species,27870,,3.00,1,"",,
549005291,Audio,Northern Mockingbird,Mimus polyglottos,,Kai Frueh,2023-03-24,2023,3,24,856,United States,US-MO-019,Missouri,Boone,Stephens Park,38.9508654,-92.3090172,"",,Unspecified,"","",,,Sony a6100,Sennheiser MKE 600,,,S131680503,"",,,,,Mimus polyglottos,normoc,Species,27870,,3.00,2,,,
549005281,Audio,Northern Mockingbird,Mimus polyglottos,,Kai Frueh,2023-03-24,2023,3,24,856,United States,US-MO-019,Missouri,Boone,Stephens Park,38.9508654,-92.3090172,"",,Unspecified,"","",,,Sony a6100,Sennheiser MKE 600,,,S131680503,"",,,,,Mimus polyglottos,normoc,Species,27870,,3.50,2,,,
549005271,Audio,Northern Mockingbird,Mimus polyglottos,,Kai Frueh,2023-03-24,2023,3,24,856,United States,US-MO-019,Missouri,Boone,Stephens Park,38.9508654,-92.3090172,"",,Unspecified,"","",,,Sony a6100,Sennheiser MKE 600,,,S131680503,"",,,,,Mimus polyglottos,normoc,Species,27870,,3.50,2,,,
549005251,Audio,Northern Mockingbird,Mimus polyglottos,,Kai Frueh,2023-03-24,2023,3,24,856,United States,US-MO-019,Missouri,Boone,Stephens Park,38.9508654,-92.3090172,"",,Unspecified,"","",,,Sony a6100,Sennheiser MKE 600,,,S131680503,"",,,,,Mimus polyglottos,normoc,Species,27870,,3.50,2,,,
548811651,Audio,Northern Mockingbird,Mimus polyglottos,Cardinalis cardinalis -- Northern Cardinal,Cat Zoroark,2023-02-27,2023,2,27,810,United States,US-TX-215,Texas,Hidalgo,Edinburg Scenic Wetlands WBC (LTC 061),26.2905822,-98.1351909,"",Call,Not Used,"","",,,Google Pixel 6a,,,,S129819191,"",,,,,Mimus polyglottos,normoc,Species,27870,,3.00,3,"",,
548314371,Audio,Northern Mockingbird,Mimus polyglottos,,Jon Skinner,2023-03-22,2023,3,22,753,United States,US-MA-011,Massachusetts,Franklin,Orange Airport,42.5745739,-72.2866058,"",,Unspecified,"","",,,,,,,S131530108,"",,,,,Mimus polyglottos,normoc,Species,27870,,4.33,3,,,
548101691,Audio,Northern Mockingbird,Mimus polyglottos,,MiMi Hoffmaster,2023-03-21,2023,3,21,1336,United States,US-PA-085,Pennsylvania,Mercer,Shenango River--Clark St. Bridge,41.2447563,-80.5084882,"",,Unspecified,"","",,,,,,,S131461840,"",,,,Audio has some wind …. And an osprey singing .,Mimus polyglottos,normoc,Species,27870,,3.00,2,,,
548053091,Audio,Northern Mockingbird,Mimus polyglottos,,Bruce Rideout,2023-03-17,2023,3,17,620,United States,US-CA-073,California,San Diego,Anza-Borrego Desert SP--Mesquite Oasis,32.9196923,-116.2185448,Adult Male – 1,Song,Not Used,"","",,,Sound Devices 702,Sennheiser MKH20,Telinga 22 inch parabola,,S131466441,"",,,Part of a longer recording. Additional notes are in the recording annotation.,,Mimus polyglottos,normoc,Species,27870,,5.00,3,"",,
547952751,Audio,Northern Mockingbird,Mimus polyglottos,Cardinalis cardinalis -- Northern Cardinal,Jack Gregor,2023-03-21,2023,3,21,910,United States,US-MD-009,Maryland,Calvert,"9130 Bay Ave, North Beach US-MD (38.7082,-76.5317)",38.7082455,-76.5317819,Adult – 2,Song,Not Used,"","",,,iPhone 7 Plus,,,,S131443841,"",,,"Northern mockingbird in holly tree mimicking a blue jay, northern cardinal, etc. Background noise of library construction on block.","2 mockingbirds chased each other at the holly tree. One stayed & sang (audio forthcoming) mimicking a blue jay, northern cardinal, etc. Earlier in the morning it mimicked either a bald eagle or a greater/lesser yellowlegs (overheard it from indoors.)",Mimus polyglottos,normoc,Species,27870,,3.67,3,"",,
547653541,Audio,Northern Mockingbird,Mimus polyglottos,,Edward Raynor,2023-03-20,2023,3,20,811,United States,US-CA-073,California,San Diego,"10300 Campus Point Dr, San Diego US-CA 32.89275, -117.22211",32.8927520,-117.2221100,"",,Unspecified,"","",,,,,,,S131379859,"",,,,,Mimus polyglottos,normoc,Species,27870,,3.00,2,,,
547506721,Audio,Northern Mockingbird,Mimus polyglottos,,Cliff Cordy,2023-03-19,2023,3,19,840,United States,US-AZ-025,Arizona,Yavapai,Agua Fria NM--Badger Springs Wash,34.2291015,-112.0992243,"",Song,Unspecified,"","",,,,,,,S131338031,"",,,,,Mimus polyglottos,normoc,Species,27870,,5.00,2,"",,
547419321,Audio,Northern Mockingbird,Mimus polyglottos,,Ethan Kang,2023-03-19,2023,3,19,1518,United States,US-PA-045,Pennsylvania,Delaware,Marcus Hook Municipal Park,39.8122530,-75.4110897,"",,Unspecified,"","",,,,,,,S131314305,"",,,,Fantastic song incorporating an assortment of passerines and… geese?,Mimus polyglottos,normoc,Species,27870,,3.33,3,,,
547079631,Audio,Northern Mockingbird,Mimus polyglottos,,Henry Nelson,2023-03-19,2023,3,19,700,United States,US-VA-660,Virginia,Harrisonburg,"1017 Smithland Rd, Harrisonburg",38.4368840,-78.8263650,Unknown – 1,Call,Unspecified,"","",,,phone,,,,S131263553,"",,,Northern mockingbird call,,Mimus polyglottos,normoc,Species,27870,,2.00,2,"",,
546640341,Audio,Northern Mockingbird,Mimus polyglottos,,Zihan Wei,2023-03-17,2023,3,17,2345,United States,US-CA-085,California,Santa Clara,Stanford University--Escondido Village,37.4253290,-122.1539210,"",,Unspecified,"","",,,,,,,S131157635,"",,,,,Mimus polyglottos,normoc,Species,27870,,2.00,2,,,
546628591,Audio,Northern Mockingbird,Mimus polyglottos,,Isabelle Reddy,2023-03-16,2023,3,16,1417,United States,US-CA-001,California,Alameda,Ken Mercer Sports Park,37.6811712,-121.8918943,"",,Unspecified,"","",,,,,,,S131061651,"",,,,,Mimus polyglottos,normoc,Species,27870,,4.00,3,,,
546582361,Audio,Northern Mockingbird,Mimus polyglottos,,David French,2023-03-07,2023,3,7,800,United States,US-AZ-013,Arizona,Maricopa,Riparian Preserve at Gilbert Water Ranch,33.3614502,-111.7339478,"",,Unspecified,"","",,,,,,,S130669375,"",,,,,Mimus polyglottos,normoc,Species,27870,,5.00,3,,,
546308761,Audio,Northern Mockingbird,Mimus polyglottos,,Anonymous,2023-03-16,2023,3,16,1038,United States,US-CA-037,California,Los Angeles,"2301 2nd Street, Santa Monica, California, US (34.005, -118.486)",34.0051245,-118.4856140,"",,Unspecified,"","",,,,,,,S131046138,"",,,,,Mimus polyglottos,normoc,Species,27870,,3.00,2,,,
545620311,Audio,Northern Mockingbird,Mimus polyglottos,,Mark Hays,2022-04-01,2022,4,1,918,United States,US-CA-079,California,San Luis Obispo,Hays Home,35.1337729,-120.5566585,Adult – 1,Song,Unspecified,"","",,,iphone,,,,S130940586,"",,,extended singing,,Mimus polyglottos,normoc,Species,27870,,4.33,3,"",,
545549721,Audio,Northern Mockingbird,Mimus polyglottos,,Bruce Rideout,2023-03-10,2023,3,10,530,United States,US-CA-073,California,San Diego,Anza-Borrego Desert SP--Mesquite Oasis,32.9196923,-116.2185448,Unknown – 1,Call,Not Used,"","",,,Sound Devices 702,Sennheiser MKH 60,Rode blimp,,S130929421,"",,,Chewt call,,Mimus polyglottos,normoc,Species,27870,,3.33,3,"",,
545407821,Audio,Northern Mockingbird,Mimus polyglottos,"Poecile carolinensis -- Carolina Chickadee; Baeolophus bicolor -- Tufted Titmouse",Anne McCormack,2023-03-14,2023,3,14,935,United States,US-MO-189,Missouri,St. Louis,St. Louis Community College--Meramec Campus,38.5700720,-90.4199000,Adult – 1,Song,Not Used,"","",,,iPhone SE 2020,internal iPhone microphone,none,,S130900074,"",,,"Recorded with Merlin, edited with Ocenaudio. The bird was singing rather softly, low in a shrub. Merlin noted Brown Thrasher as well, but I only heard and saw mockingbird. Noise of traffic and air brakes.",,Mimus polyglottos,normoc,Species,27870,,2.00,2,"",,
544657771,Audio,Northern Mockingbird,Mimus polyglottos,,Mark Stevenson,2023-03-12,2023,3,12,727,United States,US-AZ-019,Arizona,Pima,Reid Park,32.2102866,-110.9235907,Unknown – 1,Song,Not Used,"","",,,,,,,S130749883,"",,,,S.r. 0852,Mimus polyglottos,normoc,Species,27870,,3.00,2,"",,
544580071,Audio,Northern Mockingbird,Mimus polyglottos,,Matthew Campbell,2023-02-25,2023,2,25,1319,United States,US-SC-001,South Carolina,Abbeville,At Highland Terrace,34.1897174,-82.3771284,"",,Unspecified,"","",,,Zoom H6,Zoom H6 stereo shotgun microphone,,,S129611577,"",,,,,Mimus polyglottos,normoc,Species,27870,,3.50,2,,,
544432841,Audio,Northern Mockingbird,Mimus polyglottos,,Ben Stalheim,2023-03-11,2023,3,11,904,United States,US-CA-037,California,Los Angeles,San Clemente Island--Warren Canyon,32.8958885,-118.4938842,"",,Unspecified,"","",,,,,,,S130701865,"",,,,,Mimus polyglottos,normoc,Species,27870,,1.50,2,,,
544337601,Audio,Northern Mockingbird,Mimus polyglottos,"Chondestes grammacus -- Lark Sparrow; Anthus rubescens -- American Pipit; Poecile carolinensis -- Carolina Chickadee; Charadrius vociferus -- Killdeer; Cardinalis cardinalis -- Northern Cardinal",Tim Lenz,2023-02-24,2023,2,24,813,United States,US-TX-477,Texas,Washington,Lake Somerville—Overlook Pk (PPW-W 004) ($5),30.3100000,-96.5180000,"",Song,Unspecified,"","",,,Pixel 4 XL,,,,S129517397,"",,,,,Mimus polyglottos,normoc,Species,27870,,5.00,3,"",,
544337591,Audio,Northern Mockingbird,Mimus polyglottos,Poecile carolinensis -- Carolina Chickadee,Tim Lenz,2023-02-24,2023,2,24,813,United States,US-TX-477,Texas,Washington,Lake Somerville—Overlook Pk (PPW-W 004) ($5),30.3100000,-96.5180000,"",Song,Unspecified,"","",,,Pixel 4 XL,,,,S129517397,"",,,,,Mimus polyglottos,normoc,Species,27870,,3.67,3,"",,
544116721,Audio,Northern Mockingbird,Mimus polyglottos,,Mark Hays,2021-05-07,2021,5,7,1300,United States,US-CA-079,California,San Luis Obispo,Hays Home,35.1337729,-120.5566585,Adult – 1,Song,Unspecified,"","",,,iphone,,,,S87376615,"",,,"great notes, marred by road noise",,Mimus polyglottos,normoc,Species,27870,,3.00,2,"",,
543293171,Audio,Northern Mockingbird,Mimus polyglottos,,Mark Stevenson,2023-03-08,2023,3,8,709,United States,US-AZ-019,Arizona,Pima,Himmel Park,32.2334226,-110.9327316,"",,Unspecified,"","",,,,,,,S130451064,"",,,,S.r. 0718,Mimus polyglottos,normoc,Species,27870,,4.00,3,,,
543085161,Audio,Northern Mockingbird,Mimus polyglottos,,Kevin Lester,2023-03-07,2023,3,7,1030,United States,US-CA-065,California,Riverside,Jackie Lee Houston Plaza,33.8261590,-116.5400820,"",,Unspecified,"","",,,,,,,S130412115,"",,,,,Mimus polyglottos,normoc,Species,27870,,2.50,2,,,
543027131,Audio,Northern Mockingbird,Mimus polyglottos,,Susan Elliott,2023-03-07,2023,3,7,914,United States,US-AR-051,Arkansas,Garland,Hot Springs NP--Visitor Ctr./Grand Promenade ,34.5144603,-93.0530405,"","",Not Used,"","",,,iPhone12 Pro/AVR,none,none,,S130389140,"",,,,,Mimus polyglottos,normoc,Species,27870,,3.00,2,"",,
542969281,Audio,Northern Mockingbird,Mimus polyglottos,"Agelaius phoeniceus -- Red-winged Blackbird; Cardinalis cardinalis -- Northern Cardinal",Kriss Replogle,2023-03-07,2023,3,7,828,United States,US-NJ-031,New Jersey,Passaic,Ringwood SP--Ringwood Manor,41.1390575,-74.2551219,Adult – 1,Song,Not Used,"","",,,IPhoneSE w/ Merlin,,,,S130376988,"",,,,,Mimus polyglottos,normoc,Species,27870,,3.50,4,"",,
542781641,Audio,Northern Mockingbird,Mimus polyglottos,,Aidan Brubaker,2023-03-06,2023,3,6,1511,United States,US-CA-061,California,Placer,Monte Verde Park,38.7863717,-121.2144113,"",,Unspecified,"","",,,,,,,S130350014,"",,,,,Mimus polyglottos,normoc,Species,27870,,3.50,2,,,
542623971,Audio,Northern Mockingbird,Mimus polyglottos,"Cardinalis cardinalis -- Northern Cardinal; Melospiza melodia -- Song Sparrow",Anne McCormack,2023-03-06,2023,3,6,750,United States,US-MO-189,Missouri,St. Louis,St. Louis Community College--Meramec Campus,38.5700720,-90.4199000,Adult – 1,Song,Not Used,"","",,,iPhone SE 2020,internal iPhone microphone,none,,S130309018,"",,,"Recorded with Merlin, edited with Ocenaudio. Noise of traffic.",,Mimus polyglottos,normoc,Species,27870,,2.00,2,"",,
542493231,Audio,Northern Mockingbird,Mimus polyglottos,"Cyanocitta cristata -- Blue Jay; Melospiza melodia -- Song Sparrow; Thryothorus ludovicianus -- Carolina Wren",Clark Teeman,2019-09-19,2019,9,19,730,United States,US-PA-019,Pennsylvania,Butler,Homebase,40.7460974,-80.0270426,Unknown – 4,"Call; Foraging or Eating",Not Used,"","",,,Olympus DM 420,,,,S59941277,"",,,"",All 4 of the Mockingbirds were in the same general area.,Mimus polyglottos,normoc,Species,27870,,3.67,3,"",,
542296301,Audio,Northern Mockingbird,Mimus polyglottos,,Mark Stevenson,2023-03-05,2023,3,5,735,United States,US-AZ-019,Arizona,Pima,Reid Park,32.2102866,-110.9235907,"",,Unspecified,"","",,,,,,,S130223526,"",,,,S.r. 0845,Mimus polyglottos,normoc,Species,27870,,2.00,2,,,
542266821,Audio,Northern Mockingbird,Mimus polyglottos,,Anne Jacobs,2023-03-04,2023,3,4,1008,United States,US-GA-261,Georgia,Sumter,Jimmy Carter Boyhood Farm,32.0259169,-84.4304631,"",,Unspecified,"","",,,,,,,S130129556,"",,,,,Mimus polyglottos,normoc,Species,27870,,4.00,3,,,
542250561,Audio,Northern Mockingbird,Mimus polyglottos,"Cardinalis cardinalis -- Northern Cardinal; Melospiza melodia -- Song Sparrow",Anne McCormack,2023-03-05,2023,3,5,930,United States,US-MO-189,Missouri,St. Louis,Treecourt Unleashed Dog Adventure Park,38.5554730,-90.4599770,Adult – 1,Call,Not Used,"","",,,iPhone SE 2020,internal iPhone microphone,none,,S130223893,"",,,"Recorded with Merlin, edited with Ocenaudio. Noise of traffic.",Seen and heard,Mimus polyglottos,normoc,Species,27870,,3.00,2,"",,
542239451,Audio,Northern Mockingbird,Mimus polyglottos,,Joe Kerwin,2023-03-04,2023,3,4,1030,United States,US-DC-001,District of Columbia,District of Columbia,Southwest Waterfront Park,38.8734107,-77.0200181,"",,Unspecified,"","",,,,,,,S130241003,"",,,,,Mimus polyglottos,normoc,Species,27870,,3.50,2,,,
542132231,Audio,Northern Mockingbird,Mimus polyglottos,,"Jesse Pline, CWR",2023-02-28,2023,2,28,1630,United States,US-DE-003,Delaware,New Castle,"Riverfront Boardwalk, Wilmington, Delaware, US (39.735, -75.559)",39.7345780,-75.5592492,"",,Unspecified,"","",,,,,,,S129878298,"",,,,,Mimus polyglottos,normoc,Species,27870,,3.00,2,,,
542074621,Audio,Northern Mockingbird,Mimus polyglottos,,Ashley Hopkins,2022-04-10,2022,4,10,1329,United States,US-CA-037,California,Los Angeles,West San Gabriel River Parkway Nature Trail,33.8374021,-118.0950344,"",Song,Unspecified,"","",,,iPhone 13 Pro,RØDE VideoMic Me-L,,,S106752246,"",,,"song, mimicking includes: AMKE, CASJ, AMRO, EUST, HOWR",,Mimus polyglottos,normoc,Species,27870,,4.50,2,"",,
541968621,Audio,Northern Mockingbird,Mimus polyglottos,,Michael Dayton,2023-03-04,2023,3,4,710,United States,US-FL-129,Florida,Wakulla,St. Marks NWR--Mounds Trail & Tower Pond,30.0879518,-84.1609812,"",,Unspecified,"","",,,,,,,S130173283,"",,,,"Caught my attention with a Black Rail imitation… Bird had a huge repertoire and took over 5 mins of repeated singing ~2m and stopping for ~30s before repeating a call. Other species songs I could pick out were RTHA, RSHA, BAEA, NOHA, GRCA, BGGN, DEJU, BTGR, NOFL, RBWO, DOWO, FICR, LAGU/RBGU, ROTE, EAPH, KILL, ATFL, PUMA, TUTI, BHNU, the sound of a MODO’s wings, a hummingbird, and most impressively Common Nighthawk (both its calls and “song”) which likely hasn’t been here since November.",Mimus polyglottos,normoc,Species,27870,,3.67,3,,,
541968611,Audio,Northern Mockingbird,Mimus polyglottos,,Michael Dayton,2023-03-04,2023,3,4,710,United States,US-FL-129,Florida,Wakulla,St. Marks NWR--Mounds Trail & Tower Pond,30.0879518,-84.1609812,"",,Unspecified,"","",,,,,,,S130173283,"",,,,"Caught my attention with a Black Rail imitation… Bird had a huge repertoire and took over 5 mins of repeated singing ~2m and stopping for ~30s before repeating a call. Other species songs I could pick out were RTHA, RSHA, BAEA, NOHA, GRCA, BGGN, DEJU, BTGR, NOFL, RBWO, DOWO, FICR, LAGU/RBGU, ROTE, EAPH, KILL, ATFL, PUMA, TUTI, BHNU, the sound of a MODO’s wings, a hummingbird, and most impressively Common Nighthawk (both its calls and “song”) which likely hasn’t been here since November.",Mimus polyglottos,normoc,Species,27870,,3.50,2,,,
